question_id,poll_id,race_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,partisan,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,start_date,end_date,sponsor_candidate,tracking,nationwide_batch,created_at,notes,url,stage,dem,rep,ind
126548,67637,8274,2020,,187,GQR Research (GQRR),1409,Accountable Tech,,GQR Research,126,GQR Research (GQRR),B,1000,rv,rv,Online,U.S. House,,7/15/20,7/19/20,"",,false,7/23/20 15:01,,https://accountabletech.org/wp-content/uploads/2020/07/Accountable-Tech-071920-FQ.pdf,general,53.0,46.0,
131731,67759,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/16/20,7/18/20,"",TRUE,false,10/5/20 14:12,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
127168,67924,8274,2020,,552,The Winston Group,1312,Winning the Issues,REP,The Winston Group,385,The Winston Group,A/B,1000,rv,rv,Online,U.S. House,,7/16/20,7/18/20,"",,false,8/5/20 12:10,,https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-July-2020-National-Survey.pdf,general,47.0,41.0,
127771,68217,8274,2020,,1609,Benenson Strategy Group/GS Strategy Group/AARP Research,1434,Uber,,Benenson Strategy Group/GS Strategy Group/AARP Research,606,Benenson Strategy Group/GS Strategy Group/AARP Research,,1301,lv,lv,Live Phone,U.S. House,,7/15/20,7/18/20,"",,false,8/26/20 12:05,,https://ac32b1ba-8f5b-411f-91ab-b7ae9a046606.usrfiles.com/ugd/ac32b1_ea3fc74c5d06467da0fd05cdd91dcb8f.pdf,general,48.0,39.0,
131730,67758,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/15/20,7/17/20,"",TRUE,false,10/5/20 14:12,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,47.0,43.0,
131729,67778,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/14/20,7/16/20,"",TRUE,false,10/5/20 14:12,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,43.0,
131728,67757,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/13/20,7/15/20,"",TRUE,false,10/5/20 14:11,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
125386,67100,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1252,rv,rv,Online,U.S. House,,7/12/20,7/14/20,"",,false,7/15/20 09:57,,https://docs.cdn.yougov.com/hpupr0zhkl/econTabReport.pdf,general,48.0,40.0,
131727,67756,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/12/20,7/14/20,"",TRUE,false,10/5/20 14:11,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
125395,67103,8274,2020,,568,YouGov,1213,Yahoo News,,YouGov,391,YouGov,B+,1078,rv,rv,Online,U.S. House,,7/11/20,7/14/20,"",,false,7/15/20 13:15,,https://docs.cdn.yougov.com/pf8xh3r9pm/20200714_yahoo_coronavirus_crosstabs.pdf,general,48.0,38.0,
131726,67755,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/11/20,7/13/20,"",TRUE,false,10/5/20 14:11,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
131725,67754,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/10/20,7/12/20,"",TRUE,false,10/5/20 14:11,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
125410,67110,8274,2020,,335,NBC News/The Wall Street Journal,"","",,NBC News/The Wall Street Journal,221,NBC News/The Wall Street Journal,B+,900,rv,rv,Live Phone,U.S. House,,7/9/20,7/12/20,"",,false,7/15/20 16:57,,https://assets.documentcloud.org/documents/6989473/200356-NBCWSJ-July-Poll-7-15-2020-Release.pdf,general,47.0,43.0,
131724,67753,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/9/20,7/11/20,"",TRUE,false,10/5/20 14:11,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,43.0,
131723,67752,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/8/20,7/10/20,"",TRUE,false,10/5/20 14:11,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131722,67751,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/7/20,7/9/20,"",TRUE,false,10/5/20 14:11,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131721,67750,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/6/20,7/8/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,41.0,
125217,67017,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1165,rv,rv,Online,U.S. House,,7/5/20,7/7/20,"",,false,7/8/20 09:55,,https://docs.cdn.yougov.com/lraqqdhd7j/econTabReport.pdf,general,51.0,40.0,
131720,67749,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/5/20,7/7/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
131719,67748,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/4/20,7/6/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131718,67747,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/3/20,7/5/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,43.0,
131717,67746,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/2/20,7/4/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,43.0,
131716,67745,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,7/1/20,7/3/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
131715,67744,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/30/20,7/2/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
131714,67743,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/29/20,7/1/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
125420,67115,8274,2020,,1591,Global Strategy Group/Data for Progress,1405,Climate Power 2020,DEM,Global Strategy Group/Data for Progress,589,Global Strategy Group/Data for Progress,,3249,rv,rv,Online,U.S. House,,6/23/20,7/1/20,"",,false,7/16/20 12:41,,https://www.climatepower2020.org/wp-content/uploads/sites/23/2020/07/GSG-2020-Research-Memo-FINAL-07162020.pdf,general,51.0,41.0,
125049,66967,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1198,rv,rv,Online,U.S. House,,6/28/20,6/30/20,"",,false,7/1/20 09:44,,https://docs.cdn.yougov.com/k05rp8ded6/econTabReport.pdf,general,49.0,40.0,
131713,67742,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/28/20,6/30/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,43.0,
125107,66972,8274,2020,,320,Monmouth University,"","",,Monmouth University,215,Monmouth University,A,733,rv,rv,Live Phone,U.S. House,,6/26/20,6/30/20,"",,false,7/2/20 11:01,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_070220.pdf/,general,50.0,42.0,
131712,67741,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/27/20,6/29/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,43.0,
125019,66950,8274,2020,,458,Suffolk University,135,USA Today,,Suffolk University,323,Suffolk University,B+,1000,rv,rv,Live Phone,U.S. House,,6/25/20,6/29/20,"",,false,6/30/20 14:58,"",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2020/7_2_2020_final_marginals_pdftxt.pdf,general,50.5,37.3,
131711,67740,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/26/20,6/28/20,"",TRUE,false,10/5/20 14:10,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
125096,66977,8274,2020,,204,Garin-Hart-Yang Research Group,946,Protect Our Care,DEM,Hart Research Associates,113,Garin-Hart-Yang Research Group,B-,1000,lv,lv,Online,U.S. House,,6/22/20,6/28/20,"",,false,7/1/20 20:03,,https://www.protectourcare.org/wp-content/uploads/2020/06/FI12961-POC-Covid-19-June-2020.pdf,general,51.0,42.0,
131710,67739,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/25/20,6/27/20,"",TRUE,false,10/5/20 14:09,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124995,66938,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,999,a,a,Online,U.S. House,,6/23/20,6/27/20,"",TRUE,false,6/29/20 18:25,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,general,38.7,31.3,
124996,66938,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,903,lv,lv,Online,U.S. House,,6/23/20,6/27/20,"",TRUE,false,6/29/20 18:25,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,general,43.2,39.7,
131709,67738,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/24/20,6/26/20,"",TRUE,false,10/5/20 14:09,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,41.0,
131708,67737,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/23/20,6/25/20,"",TRUE,false,10/5/20 14:09,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131707,67736,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/22/20,6/24/20,"",TRUE,false,10/5/20 14:09,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,41.0,
125234,67018,8274,2020,,1559,Opinium,614,The Guardian,,Opinium,559,Opinium,B/C,1217,lv,lv,Online,U.S. House,,6/19/20,6/24/20,"",,false,7/8/20 16:57,"",https://www.opinium.com/resource-center/political-polling-us-presidential-race-covid-19-update/,general,51.1,40.5,
124873,66885,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1230,rv,rv,Online,U.S. House,,6/21/20,6/23/20,"",,false,6/24/20 10:48,,https://docs.cdn.yougov.com/cjd35jrh5o/econTabReport.pdf,general,48.0,41.0,
131706,67735,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/21/20,6/23/20,"",TRUE,false,10/5/20 14:08,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,41.0,
131705,67734,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/20/20,6/22/20,"",TRUE,false,10/5/20 14:08,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,41.0,
131704,67777,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/19/20,6/21/20,"",TRUE,false,10/5/20 14:08,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
124815,66875,8274,2020,,383,Public Policy Polling,946,Protect Our Care,DEM,Public Policy Polling,263,Public Policy Polling,A-,1013,rv,rv,IVR/Text,U.S. House,,6/19/20,6/20/20,"",,false,6/23/20 12:26,,https://www.protectourcare.org/wp-content/uploads/2020/06/NationalPOCMemoResultsJune20.pdf,general,52.0,41.0,
131703,67733,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/18/20,6/20/20,"",TRUE,false,10/5/20 14:08,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131702,67732,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/17/20,6/19/20,"",TRUE,false,10/5/20 14:07,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
131701,67776,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/16/20,6/18/20,"",TRUE,false,10/5/20 14:07,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131700,67731,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/15/20,6/17/20,"",TRUE,false,10/5/20 14:07,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124727,66838,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1160,rv,rv,Online,U.S. House,,6/14/20,6/16/20,"",,false,6/17/20 10:04,,https://docs.cdn.yougov.com/vgqowgynze/econTabReport.pdf,general,49.0,40.0,
131699,67730,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/14/20,6/16/20,"",TRUE,false,10/5/20 14:06,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124743,66844,8274,2020,,294,McLaughlin & Associates,"","",,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,Online,U.S. House,,6/11/20,6/16/20,"",,false,6/17/20 18:19,,https://mclaughlinonline.com/pols/wp-content/uploads/2020/06/National-Monthly-Presentation-June-Release-1.pdf,general,47.0,46.0,
124759,66850,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,783,a,a,Online,U.S. House,,6/9/20,6/16/20,"",TRUE,false,6/18/20 15:36,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020,general,38.2,31.8,
124760,66850,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,686,lv,lv,Online,U.S. House,,6/9/20,6/16/20,"",TRUE,false,6/18/20 15:36,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020,general,45.3,38.7,
131698,67729,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/13/20,6/15/20,"",TRUE,false,10/5/20 14:06,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
127167,67923,8274,2020,,552,The Winston Group,1312,Winning the Issues,REP,The Winston Group,385,The Winston Group,A/B,1000,rv,rv,Online,U.S. House,,6/13/20,6/15/20,"",,false,8/5/20 12:10,,https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-June-2020-National-Survey.pdf,general,45.0,42.0,
131697,67728,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/12/20,6/14/20,"",TRUE,false,10/5/20 14:06,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131696,67775,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/11/20,6/13/20,"",TRUE,false,10/5/20 14:05,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124665,66810,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,849,a,a,Online,U.S. House,,6/6/20,6/13/20,"",TRUE,false,6/15/20 16:52,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-15-2020,general,39.4,31.5,
124666,66810,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,742,lv,lv,Online,U.S. House,,6/6/20,6/13/20,"",TRUE,false,6/15/20 16:52,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-15-2020,general,46.7,38.5,
131695,67774,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/10/20,6/12/20,"",TRUE,false,10/5/20 14:05,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131694,67773,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/9/20,6/11/20,"",TRUE,false,10/5/20 14:05,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124978,66930,8274,2020,,1486,Climate Nexus,"","",,Climate Nexus,506,Climate Nexus,,9087,rv,rv,Online,U.S. House,,6/6/20,6/11/20,"",,false,6/26/20 13:26,,https://climatenexus.org/wp-content/uploads/2015/09/Climate-Nexus-National-Poll-Toplines-Climate-Change-Voter-Opinions-in-2020.pdf,general,48.0,42.0,
131693,67727,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/8/20,6/10/20,"",TRUE,false,10/5/20 14:05,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
124771,66853,8274,2020,,1572,UCLA Nationscape,"","",,Democracy Fund + UCLA Nationscape,571,UCLA Nationscape,,10601,rv,rv,Online,U.S. House,,5/28/20,6/10/20,"",,false,6/18/20 19:38,,https://www.usatoday.com/story/news/politics/elections/2020/06/18/nationscape-survey-joe-biden-holds-11-point-lead-over-donald-trump/3212761001//,general,47.0,37.0,
124600,66779,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1241,rv,rv,Online,U.S. House,,6/7/20,6/9/20,"",,false,6/10/20 09:59,,https://docs.cdn.yougov.com/ngcg634q9k/econTabReport.pdf,general,47.0,39.0,
131692,67726,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/7/20,6/9/20,"",TRUE,false,10/5/20 14:04,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,41.0,
124614,66786,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,855,a,a,Online,U.S. House,,6/2/20,6/9/20,"",TRUE,false,6/11/20 15:20,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020,general,38.5,30.2,
124615,66786,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,762,lv,lv,Online,U.S. House,,6/2/20,6/9/20,"",TRUE,false,6/11/20 15:20,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020,general,46.9,39.4,
131691,67725,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/6/20,6/8/20,"",TRUE,false,10/5/20 14:04,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,41.0,
124581,66772,8274,2020,,327,MSR Group,"","",,MSR Group,178,MSR Group,B/C,855,rv,rv,Online,U.S. House,,6/7/20,6/7/20,"",,false,6/9/20 20:45,,https://projects.fivethirtyeight.com/polls/20200609_National_1.pdf,general,44.6,40.6,
131690,67772,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/5/20,6/7/20,"",TRUE,false,10/5/20 14:04,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,41.0,
131689,67724,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/4/20,6/6/20,"",TRUE,false,10/5/20 14:04,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,41.0,
124553,66759,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,891,a,a,Online,U.S. House,,5/30/20,6/6/20,"",TRUE,false,6/8/20 16:56,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020,general,37.8,28.4,
124554,66759,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,787,lv,lv,Online,U.S. House,,5/30/20,6/6/20,"",TRUE,false,6/8/20 16:56,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020,general,47.4,37.5,
131688,67771,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/3/20,6/5/20,"",TRUE,false,10/5/20 14:04,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,41.0,
131687,67723,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/2/20,6/4/20,"",TRUE,false,10/5/20 14:03,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131686,67722,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,6/1/20,6/3/20,"",TRUE,false,10/5/20 14:03,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,41.0,
124449,66718,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1244,rv,rv,Online,U.S. House,,5/31/20,6/2/20,"",,false,6/3/20 09:41,,https://docs.cdn.yougov.com/c00sty9kik/econTabReport.pdf,general,46.0,40.0,
131685,67721,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/31/20,6/2/20,"",TRUE,false,10/5/20 14:03,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124532,66749,8274,2020,,335,NBC News/The Wall Street Journal,"","",,NBC News/The Wall Street Journal,221,NBC News/The Wall Street Journal,B+,1000,rv,rv,Live Phone,U.S. House,,5/28/20,6/2/20,"",,false,6/7/20 08:58,,https://assets.documentcloud.org/documents/6938425/200266-NBCWSJ-June-Poll.pdf,general,51.0,40.0,
124498,66735,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,917,a,a,Online,U.S. House,,5/26/20,6/2/20,"",TRUE,false,6/4/20 16:08,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-04-2020,general,41.2,27.7,
124499,66735,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,795,lv,lv,Online,U.S. House,,5/26/20,6/2/20,"",TRUE,false,6/4/20 16:08,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-04-2020,general,46.5,36.7,
131684,67720,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/30/20,6/1/20,"",TRUE,false,10/5/20 14:03,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124453,66703,8274,2020,,320,Monmouth University,"","",,Monmouth University,215,Monmouth University,A,742,rv,rv,Live Phone,U.S. House,,5/28/20,6/1/20,"",,false,6/3/20 11:01,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_060320.pdf/,general,52.0,43.0,
131683,67719,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/29/20,5/31/20,"",TRUE,false,10/5/20 14:03,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131682,67718,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/28/20,5/30/20,"",TRUE,false,10/5/20 14:03,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
124397,66696,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,914,a,a,Online,U.S. House,,5/23/20,5/30/20,"",TRUE,false,6/1/20 18:14,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-01-2020,general,42.2,29.5,
124398,66696,8274,2020,,1240,Optimus,"","",,Øptimus,245,Optimus,B/C,789,lv,lv,Online,U.S. House,,5/23/20,5/30/20,"",TRUE,false,6/1/20 18:14,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-01-2020,general,46.2,37.1,
131681,67717,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/27/20,5/29/20,"",TRUE,false,10/5/20 14:03,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131680,67716,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/26/20,5/28/20,"",TRUE,false,10/5/20 14:02,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131679,67715,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/25/20,5/27/20,"",TRUE,false,10/5/20 14:02,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,48.0,42.0,
131678,67714,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,5/24/20,5/26/20,"",TRUE,false,10/5/20 14:02,,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,general,49.0,42.0,
124010,66545,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1157,rv,rv,Online,U.S. House,,5/23/20,5/26/20,"",,false,5/27/20 09:42,,https://docs.cdn.yougov.com/5fsvmrvvhh/econTabReport.pdf,general,47.0,39.0,
124022,66549,8274,2020,,294,McLaughlin & Associates,"","",,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,Online,U.S. House,,5/21/20,5/26/20,"",,false,5/27/20 15:33,,https://mclaughlinonline.com/pols/wp-content/uploads/2020/05/National-Monthly-May-Release.pdf,general,47.0,46.0,
