question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
91456,56761,2018,Wyoming,1365,Change Research,"","",Change Research,48,Change Research,C-,858,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:11,,https://twitter.com/ChangePolls/status/1059302464313188352,general,601,Brubaker,13248,Richard P. Brubaker,LIB,7.0
91456,56761,2018,Wyoming,1365,Change Research,"","",Change Research,48,Change Research,C-,858,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:11,,https://twitter.com/ChangePolls/status/1059302464313188352,general,601,Cummings,13249,Daniel Clyde Cummings,CON,6.0
91452,56762,2018,Montana,1365,Change Research,"","",Change Research,48,Change Research,C-,879,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://twitter.com/ChangePolls/status/1059294632163438592,general,399,Williams,11175,Kathleen Williams,DEM,44.0
91452,56762,2018,Montana,1365,Change Research,"","",Change Research,48,Change Research,C-,879,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://twitter.com/ChangePolls/status/1059294632163438592,general,399,Gianforte,11176,Greg Gianforte,REP,52.0
91452,56762,2018,Montana,1365,Change Research,"","",Change Research,48,Change Research,C-,879,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://twitter.com/ChangePolls/status/1059294632163438592,general,399,Swanson,13184,Elinor Swanson,LIB,2.0
91510,56788,2018,Georgia,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,395,lv,lv,Online,U.S. House,6,District 6,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:36,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,286,McBath,11647,Lucy McBath,DEM,51.0
91510,56788,2018,Georgia,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,395,lv,lv,Online,U.S. House,6,District 6,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:36,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,286,Handel,11648,Karen Handel,REP,45.0
91513,56790,2018,North Carolina,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,567,lv,lv,Online,U.S. House,13,District 13,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:37,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,412,Manning,11181,Kathy Ellen Manning,DEM,43.0
91513,56790,2018,North Carolina,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,567,lv,lv,Online,U.S. House,13,District 13,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:37,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,412,Budd,11182,Theodore Paul Budd,REP,43.0
91513,56790,2018,North Carolina,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,567,lv,lv,Online,U.S. House,13,District 13,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:37,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,412,Bailey,11350,Tom Bailey,LIB,2.0
91513,56790,2018,North Carolina,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,567,lv,lv,Online,U.S. House,13,District 13,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:37,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,412,Corriher,11351,Robert Corriher,GRE,1.0
91515,56791,2018,Virginia,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,710,lv,lv,Online,U.S. House,2,District 2,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:37,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,569,Luria,11192,Elaine G. Luria,DEM,47.0
91515,56791,2018,Virginia,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,710,lv,lv,Online,U.S. House,2,District 2,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 14:37,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,569,Taylor,11193,Scott W. Taylor,REP,47.0
91554,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,460,lv,lv,Online,U.S. House,6,District 6,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 18:59,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,370,Longjohn,11792,Matt Longjohn,DEM,42.0
91554,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,460,lv,lv,Online,U.S. House,6,District 6,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 18:59,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,370,Upton,11793,Fred Upton,REP,40.0
91554,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,460,lv,lv,Online,U.S. House,6,District 6,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 18:59,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,370,Young,13250,Stephen J. Young,UST,3.0
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,501,lv,lv,Online,U.S. House,8,District 8,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 19:01,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,372,Slotkin,11402,Elissa Slotkin,DEM,47.0
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,501,lv,lv,Online,U.S. House,8,District 8,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 19:01,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,372,Bishop,11401,Mike Bishop,REP,46.0
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,501,lv,lv,Online,U.S. House,8,District 8,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 19:01,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,372,Ellison,13204,Brian Ellison,LIB,3.0
91555,56812,2018,Michigan,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,501,lv,lv,Online,U.S. House,8,District 8,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/5/18 19:01,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,372,Lillis,13205,David Jay Lillis,UST,0.0
91574,56818,2018,Ohio,1365,Change Research,"","",Change Research,48,Change Research,C-,350,lv,lv,Online,U.S. House,4,District 4,11/2/18,11/4/18,11/6/18,"",false,,,false,false,11/6/18 08:34,,https://twitter.com/ChangePolls/status/1059294038061277184,general,468,Garrett,11946,Janet Garrett,DEM,36.0
91574,56818,2018,Ohio,1365,Change Research,"","",Change Research,48,Change Research,C-,350,lv,lv,Online,U.S. House,4,District 4,11/2/18,11/4/18,11/6/18,"",false,,,false,false,11/6/18 08:34,,https://twitter.com/ChangePolls/status/1059294038061277184,general,468,Jordan,11947,Jim Jordan,REP,60.0
91575,56820,2018,Ohio,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,457,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/6/18 08:34,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,465,Pureval,11183,Aftab Pureval,DEM,44.0
91575,56820,2018,Ohio,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,457,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/6/18 08:34,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,465,Chabot,11184,Steve Chabot,REP,47.0
91575,56820,2018,Ohio,1365,Change Research,948,Health Care Voter,Change Research,48,Change Research,C-,457,lv,lv,Online,U.S. House,1,District 1,11/2/18,11/4/18,11/6/18,"",false,DEM,,false,false,11/6/18 08:34,,https://healthcarevoter.org/new-house-polls-voters-cite-health-care-top-issue-ahead-midterm-elections/,general,465,Kubala,12575,Dirk Kubala,LIB,2.0
91309,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,505,lv,lv,Live Phone,U.S. House,19,District 19,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,456,Delgado,11228,Antonio Delgado,DEM,43.28
91309,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,505,lv,lv,Live Phone,U.S. House,19,District 19,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,456,Faso,11229,John J. Faso,REP,41.6
91310,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,505,rv,rv,Live Phone,U.S. House,19,District 19,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,456,Delgado,11228,Antonio Delgado,DEM,39.44
91310,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,505,rv,rv,Live Phone,U.S. House,19,District 19,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,general,456,Faso,11229,John J. Faso,REP,38.45
91311,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,506,lv,lv,Live Phone,U.S. House,22,District 22,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,44.95
91311,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,506,lv,lv,Live Phone,U.S. House,22,District 22,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,459,Tenney,11235,Claudia Tenney,REP,45.88
91312,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,506,rv,rv,Live Phone,U.S. House,22,District 22,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,459,Brindisi,11234,Anthony J. Brindisi,DEM,40.09
91312,56693,2018,New York,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,506,rv,rv,Live Phone,U.S. House,22,District 22,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,general,459,Tenney,11235,Claudia Tenney,REP,45.94
91345,56708,2018,Kentucky,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,438,lv,lv,Live Phone,U.S. House,6,District 6,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,339,McGrath,11173,Amy McGrath,DEM,44.01
91345,56708,2018,Kentucky,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,438,lv,lv,Live Phone,U.S. House,6,District 6,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,339,Barr,11174,Andy Barr,REP,44.4
91346,56708,2018,Kentucky,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,438,rv,rv,Live Phone,U.S. House,6,District 6,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,339,McGrath,11173,Amy McGrath,DEM,38.41
91346,56708,2018,Kentucky,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,438,rv,rv,Live Phone,U.S. House,6,District 6,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,general,339,Barr,11174,Andy Barr,REP,47.29
91453,56759,2018,New Hampshire,525,University of New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,309,lv,lv,Live Phone,U.S. House,1,District 1,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,417,Pappas,13159,Chris Pappas,DEM,53.0
91453,56759,2018,New Hampshire,525,University of New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,309,lv,lv,Live Phone,U.S. House,1,District 1,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,417,Edwards,13160,Eddie Edwards,REP,40.0
91453,56759,2018,New Hampshire,525,University of New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,309,lv,lv,Live Phone,U.S. House,1,District 1,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,417,Belforti,13197,Dan Belforti,LIB,3.0
91454,56759,2018,New Hampshire,525,University of New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,321,lv,lv,Live Phone,U.S. House,2,District 2,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,418,Kuster,11859,Annie Kuster,DEM,56.0
91454,56759,2018,New Hampshire,525,University of New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,321,lv,lv,Live Phone,U.S. House,2,District 2,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,418,Negron,13161,Steven Negron,REP,35.0
91454,56759,2018,New Hampshire,525,University of New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,321,lv,lv,Live Phone,U.S. House,2,District 2,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 00:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,general,418,O'Donnell,13198,Justin F. O'Donnell,LIB,2.0
91494,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,238,lv,lv,IVR/Online,U.S. House,1,District 1,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,434,Titus,11879,Dina Titus,DEM,58.3
91494,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,238,lv,lv,IVR/Online,U.S. House,1,District 1,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,434,Bentley,11880,Joyce Bentley,REP,28.3
91495,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,365,lv,lv,IVR/Online,U.S. House,2,District 2,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,435,Koble,11881,Clint Koble,DEM,36.9
91495,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,365,lv,lv,IVR/Online,U.S. House,2,District 2,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,435,Amodei,11882,Mark Amodei,REP,57.5
91496,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,332,lv,lv,IVR/Online,U.S. House,3,District 3,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,436,Lee,11883,Susie Lee,DEM,50.6
91496,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,332,lv,lv,IVR/Online,U.S. House,3,District 3,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,436,Tarkanian,11884,Danny Tarkanian,REP,41.4
91497,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,263,lv,lv,IVR/Online,U.S. House,4,District 4,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,437,Horsford,11885,Steven Horsford,DEM,48.0
91497,56778,2018,Nevada,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,263,lv,lv,IVR/Online,U.S. House,4,District 4,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,437,Hardy,11886,Cresent Hardy,REP,44.2
91498,56781,2018,South Dakota,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,514,lv,lv,IVR/Online,U.S. House,1,District 1,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,518,Bjorkman,11389,Tim Bjorkman,DEM,37.9
91498,56781,2018,South Dakota,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,514,lv,lv,IVR/Online,U.S. House,1,District 1,11/1/18,11/4/18,11/6/18,"",false,,,false,false,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,general,518,Johnson,11388,Dusty Johnson,REP,54.0
91307,56692,2018,Michigan,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,447,lv,lv,Live Phone,U.S. House,8,District 8,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,372,Slotkin,11402,Elissa Slotkin,DEM,49.05
91307,56692,2018,Michigan,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,447,lv,lv,Live Phone,U.S. House,8,District 8,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,372,Bishop,11401,Mike Bishop,REP,42.42
91308,56692,2018,Michigan,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,447,rv,rv,Live Phone,U.S. House,8,District 8,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,372,Slotkin,11402,Elissa Slotkin,DEM,43.22
91308,56692,2018,Michigan,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,447,rv,rv,Live Phone,U.S. House,8,District 8,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,general,372,Bishop,11401,Mike Bishop,REP,37.76
91343,56707,2018,Illinois,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,428,lv,lv,Live Phone,U.S. House,14,District 14,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,316,Underwood,11171,Lauren A. Underwood,DEM,48.64
91343,56707,2018,Illinois,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,428,lv,lv,Live Phone,U.S. House,14,District 14,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,316,Hultgren,11172,Randy Hultgren,REP,43.41
91344,56707,2018,Illinois,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,428,rv,rv,Live Phone,U.S. House,14,District 14,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,316,Underwood,11171,Lauren A. Underwood,DEM,45.12
91344,56707,2018,Illinois,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,428,rv,rv,Live Phone,U.S. House,14,District 14,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,general,316,Hultgren,11172,Randy Hultgren,REP,38.89
91347,56709,2018,Iowa,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,423,lv,lv,Live Phone,U.S. House,4,District 4,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 16:31,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,300,Scholten,11663,J.D. Scholten,DEM,42.45
91347,56709,2018,Iowa,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,423,lv,lv,Live Phone,U.S. House,4,District 4,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 16:31,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,300,King,11664,Steve King,REP,47.22
91348,56709,2018,Iowa,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,423,rv,rv,Live Phone,U.S. House,4,District 4,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 16:31,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,300,Scholten,11663,J.D. Scholten,DEM,40.17
91348,56709,2018,Iowa,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,423,rv,rv,Live Phone,U.S. House,4,District 4,10/31/18,11/4/18,11/6/18,"",false,,,false,false,11/3/18 16:31,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia04-3.html,general,300,King,11664,Steve King,REP,45.03
91179,56623,2018,Virginia,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,500,lv,lv,Live Phone,U.S. House,7,District 7,10/30/18,11/4/18,11/6/18,"",false,,,false,false,10/31/18 21:48,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-va07-3.html,general,574,Spanberger,12114,Abigail Spanberger,DEM,43.98
91179,56623,2018,Virginia,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,500,lv,lv,Live Phone,U.S. House,7,District 7,10/30/18,11/4/18,11/6/18,"",false,,,false,false,10/31/18 21:48,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-va07-3.html,general,574,Brat,12115,David Brat,REP,45.79
91180,56623,2018,Virginia,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,500,rv,rv,Live Phone,U.S. House,7,District 7,10/30/18,11/4/18,11/6/18,"",false,,,false,false,10/31/18 21:48,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-va07-3.html,general,574,Spanberger,12114,Abigail Spanberger,DEM,42.57
91180,56623,2018,Virginia,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,500,rv,rv,Live Phone,U.S. House,7,District 7,10/30/18,11/4/18,11/6/18,"",false,,,false,false,10/31/18 21:48,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-va07-3.html,general,574,Brat,12115,David Brat,REP,40.65
91251,56659,2018,Washington,1424,Siena College/The New York Times Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,477,lv,lv,Live Phone,U.S. House,8,District 8,10/30/18,11/4/18,11/6/18,"",false,,,false,false,11/2/18 00:20,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-wa08-3.html,general,587,Schrier,12134,Kim Schrier,DEM,47.5
